,state_code,county,year,TSO4,TNH4,CA,MG,NA,K,CL,NSO4,NHNO3,WSO2,WNO3,total_SO2,total_NO3,latitude,longitude
787,NC,Avery,2002,212.7421,20.3009,6.365,2.0447,5.837,3.7553,,47.5867,90.7881,128.9123,2.428,160.6527,109.6455,36.105435,-82.045015
788,NC,Avery,2003,191.3899,12.048,5.8668,1.1653,2.6409,2.3801,0.6743,36.2037,67.753,100.9487,,125.0968,78.724,36.105435,-82.045015
789,NC,Avery,2004,199.5027,13.4855,5.1831,1.3917,5.374,2.5243,1.8303,39.7,65.0044,89.7388,,116.2186,77.4563,36.105435,-82.045015
790,NC,Avery,2005,218.9324,9.608,6.3172,1.2703,3.0669,2.5244,1.6628,40.435,70.3038,113.9025,,140.8729,78.7932,36.105435,-82.045015
791,NC,Avery,2006,200.7635,11.123,6.7983,1.4307,3.4694,2.4583,1.6336,35.9431,61.4154,101.0406,,125.0147,71.5623,36.105435,-82.045015
792,NC,Avery,2007,205.8801,15.1854,7.0503,1.7093,5.4114,2.7232,1.6979,48.9277,63.3713,88.2994,,120.9339,77.5493,36.105435,-82.045015
793,NC,Avery,2008,154.0234,12.874,6.4478,1.4218,4.2551,2.6595,1.801,35.297,54.1305,68.3859,,91.9289,66.1435,36.105435,-82.045015
794,NC,Avery,2009,109.7394,13.0269,4.9845,1.0638,3.3615,2.8718,1.7198,24.6501,35.7482,37.3758,,53.8176,48.2066,36.105435,-82.045015
795,NC,Avery,2010,119.6515,12.3449,6.6859,1.3083,3.0472,2.8127,1.6241,25.0363,39.5866,45.3516,,62.051,51.3021,36.105435,-82.045015
796,NC,Avery,2011,116.0047,14.1846,6.7858,1.5141,5.2786,2.7485,2.7966,24.4865,38.0512,25.4745,,41.8074,51.6313,36.105435,-82.045015
797,NC,Avery,2012,93.8844,15.5886,6.9688,1.4592,4.4388,2.7184,1.8,19.6058,35.8354,17.4572,,30.5342,50.8539,36.105435,-82.045015
798,NC,Avery,2013,83.9159,13.3829,5.0497,1.1785,3.8124,2.2974,1.7369,19.5542,32.9015,18.2027,,31.2454,45.7613,36.105435,-82.045015
799,NC,Avery,2014,75.3954,15.0969,6.3312,1.2591,3.2077,2.2793,1.7086,15.7679,28.4535,18.89,,29.4068,43.098,36.105435,-82.045015
800,NC,Avery,2015,62.9481,15.6434,5.8022,1.4194,4.2158,2.5821,2.5377,14.4328,27.7454,17.6626,,27.2893,42.9474,36.105435,-82.045015
801,NC,Avery,2016,53.3006,19.5332,6.3947,1.4606,4.1993,2.4878,2.0563,11.593,26.4572,15.5524,,23.2853,45.57,36.105435,-82.045015
802,NC,Avery,2017,50.4988,18.6242,5.6994,1.3146,4.7724,2.8835,2.4929,8.6253,24.727,15.4734,,21.2269,42.9575,36.105435,-82.045015
803,NC,Avery,2018,35.4679,13.5379,4.6979,1.0602,2.9092,2.3504,1.5552,5.0958,16.7518,6.4931,,9.8918,30.0231,36.105435,-82.045015
804,NC,Carteret,2000,206.9501,69.8578,17.8562,7.307,52.8368,6.0909,,30.0126,71.4391,161.4665,23.6403,181.4845,136.0057,34.884668,-76.620666
805,NC,Carteret,2001,204.4972,70.9883,28.5216,7.4048,52.7062,4.7829,,15.0047,52.1259,139.6301,21.7469,149.6383,122.2858,34.884668,-76.620666
806,NC,Carteret,2002,192.2869,70.6703,22.037,7.659,57.356,6.243,,40.4165,51.5714,117.5155,3.8221,144.4733,121.4224,34.884668,-76.620666
807,NC,Carteret,2003,185.2857,55.5928,17.0422,6.6176,46.8043,4.6977,9.8238,42.398,53.2635,124.3771,,152.6568,108.0101,34.884668,-76.620666
808,NC,Carteret,2004,209.4198,58.8588,22.0259,6.6892,47.529,4.5172,37.398,47.0337,56.8625,121.7597,,153.1312,114.8176,34.884668,-76.620666
809,NC,Carteret,2005,216.082,57.0431,19.9831,7.2402,51.4475,4.6669,42.2087,44.5911,59.1694,138.7677,,168.5097,115.2714,34.884668,-76.620666
810,NC,Carteret,2006,191.373,55.6833,25.5591,6.7518,46.6137,4.6096,38.7134,41.364,45.9962,118.6434,,146.2334,100.9482,34.884668,-76.620666
811,NC,Carteret,2007,176.9251,57.7704,23.1191,7.1265,50.7566,4.477,49.113,48.7975,43.2572,96.5086,,129.0568,100.3401,34.884668,-76.620666
812,NC,Carteret,2008,168.1782,58.6692,20.549,8.3825,61.3937,5.7258,59.4295,41.1811,38.9979,82.7111,,110.1791,97.0473,34.884668,-76.620666
813,NC,Carteret,2009,128.0025,51.0886,14.9767,7.5579,55.6711,5.4862,59.7795,27.9729,24.5752,52.7749,,71.4324,75.2728,34.884668,-76.620666
814,NC,Carteret,2010,140.1395,48.2816,11.8414,6.7627,49.3156,5.8282,44.5703,29.4184,39.7743,65.4937,,85.1161,87.4237,34.884668,-76.620666
815,NC,Carteret,2011,124.6482,50.3013,9.3972,7.2316,55.7473,4.3831,51.656,27.415,29.9188,37.3214,,55.6064,79.7442,34.884668,-76.620666
816,NC,Carteret,2012,91.3397,41.1884,7.3746,5.8517,43.9913,4.1164,44.1695,21.7231,21.7244,23.093,,37.5824,62.5672,34.884668,-76.620666
817,NC,Carteret,2013,95.7673,40.6407,7.8038,6.7575,52.2809,4.2455,58.8792,21.926,21.5458,25.2507,,39.8752,61.8436,34.884668,-76.620666
818,NC,Carteret,2014,94.7767,43.0277,7.8012,5.6741,42.968,3.9654,38.3239,20.8555,23.4185,29.6288,,43.5392,66.0743,34.884668,-76.620666
819,NC,Carteret,2015,79.745,43.1844,8.0159,6.7213,51.0433,4.5295,62.4564,17.7043,22.2587,25.2509,,37.0601,65.0895,34.884668,-76.620666
820,NC,Carteret,2016,64.4699,41.2693,7.2665,6.0012,46.1638,4.7155,53.4581,14.2021,18.0996,22.0926,,31.565,59.0815,34.884668,-76.620666
821,NC,Carteret,2017,61.4363,43.218,7.4965,6.2976,48.5942,4.2767,58.381,11.8519,17.6442,22.9479,,30.8531,60.5805,34.884668,-76.620666
822,NC,Carteret,2018,38.9627,24.6281,4.1822,4.5153,35.4388,2.6629,46.1644,6.8452,10.9648,10.9249,,15.4907,35.4187,34.884668,-76.620666
823,NC,Macon,2000,204.4052,6.2543,3.9577,0.9908,4.0426,3.7355,,13.9311,48.1823,68.9003,21.7868,78.1922,53.671,35.060527,-83.43034
824,NC,Macon,2001,201.4879,8.568,4.7321,1.2977,5.4662,3.7097,,8.6474,42.568,64.8839,22.7706,70.6523,50.4592,35.060527,-83.43034
825,NC,Macon,2002,187.4129,7.6691,3.9777,1.0187,4.6224,3.6135,,19.3347,42.4019,52.915,2.5212,65.8111,49.3969,35.060527,-83.43034
826,NC,Macon,2003,180.2248,7.4516,4.0783,0.887,2.6149,3.4588,0.7231,19.0965,34.5478,50.0778,,62.8148,41.4501,35.060527,-83.43034
827,NC,Macon,2004,177.2024,6.8352,3.5192,1.0716,4.6582,3.5141,1.7734,20.1579,34.4064,43.9187,,57.364,40.6944,35.060527,-83.43034
828,NC,Macon,2005,170.0657,5.7325,3.6556,0.8489,2.6317,3.104,1.6489,18.8834,34.0915,51.1155,,63.7111,39.2814,35.060527,-83.43034
829,NC,Macon,2006,181.8934,6.8921,4.7392,1.2018,3.4782,3.3932,1.8192,20.3729,35.4592,50.0705,,63.6589,41.7881,35.060527,-83.43034
830,NC,Macon,2007,179.0852,7.9917,4.4199,1.245,4.8272,4.5887,1.8993,27.3177,36.0563,42.4584,,60.6791,43.4752,35.060527,-83.43034
831,NC,Macon,2008,151.9038,8.2499,4.4158,1.2175,4.606,3.3891,2.0914,20.0282,32.1237,37.2125,,50.5715,39.8632,35.060527,-83.43034
832,NC,Macon,2009,100.2683,9.0078,3.3663,0.9122,3.3492,4.3087,1.8347,11.5653,19.5835,18.0698,,25.7841,28.2799,35.060527,-83.43034
833,NC,Macon,2010,113.2802,6.6802,4.2339,1.0234,2.9862,4.2455,1.8677,10.9904,22.3335,19.2752,,26.606,28.6589,35.060527,-83.43034
834,NC,Macon,2011,110.4007,10.3384,4.501,1.3247,6.1655,3.5005,3.8292,10.7481,22.7516,14.0815,,21.2502,32.7284,35.060527,-83.43034
835,NC,Macon,2012,83.8412,8.7596,4.4656,1.1571,4.5196,4.0939,3.0471,7.959,20.566,9.8668,,15.1751,28.9979,35.060527,-83.43034
836,NC,Macon,2013,70.9756,8.2436,3.0643,0.8535,3.4942,3.1236,2.018,7.7022,16.6315,10.9661,,16.1034,24.6106,35.060527,-83.43034
837,NC,Macon,2014,75.2272,10.2999,4.7055,1.0247,3.7627,3.3771,2.1945,7.5252,20.2832,16.1221,,21.1418,30.2603,35.0590715932,-83.433180339
838,NC,Macon,2015,110.0592,22.137,8.8971,2.2222,8.2992,5.3839,5.2697,12.9643,39.5635,28.0771,,36.7244,61.072,35.0543935,-83.44231
839,NC,Macon,2016,84.1726,23.6567,8.2216,2.0119,8.0247,6.1204,4.0762,9.3358,36.7675,24.3544,,30.5814,59.8402,35.0559453494,-83.4392814458
840,NC,Macon,2017,44.9043,10.5353,3.8462,1.0416,4.7672,3.3928,2.9505,4.0673,15.3529,12.5178,,15.2304,25.6447,35.060527,-83.43034
841,NC,Macon,2018,33.945,8.5224,3.4094,0.9238,3.2784,3.4154,2.0138,3.6373,12.981,5.7578,,8.1836,21.2969,35.060527,-83.43034
842,NC,Montgomery,2000,239.8372,40.7407,6.5203,2.0505,12.269,4.6975,,31.6365,106.7574,240.2828,43.5968,261.3851,145.8006,35.26333,-79.83754
843,NC,Montgomery,2001,225.3244,38.3608,7.0421,2.4425,13.0588,4.2377,,19.7639,100.6889,224.1444,43.1782,237.3273,136.3238,35.26333,-79.83754
844,NC,Montgomery,2002,224.1578,33.1263,5.6804,1.9858,10.754,4.1733,,48.5397,108.3708,197.9643,4.5665,230.3406,139.7739,35.26333,-79.83754
845,NC,Montgomery,2003,217.3657,28.705,5.2959,1.7369,7.5335,4.1332,0.9507,51.0723,91.5334,186.0416,,220.1072,118.7829,35.26333,-79.83754
846,NC,Montgomery,2004,218.1892,37.3076,5.6614,2.1856,10.9702,4.1828,3.3093,53.8308,85.713,204.3235,,240.2281,121.6574,35.26333,-79.83754
847,NC,Montgomery,2005,243.6161,33.8353,6.4901,2.2141,9.4278,4.2921,2.961,53.6885,85.3993,200.1531,,235.9634,117.8764,35.26333,-79.83754
848,NC,Montgomery,2006,223.1545,23.3722,6.5619,2.0924,8.2036,3.9633,1.9186,51.9331,79.383,172.11,,206.7494,101.4924,35.26333,-79.83754
849,NC,Montgomery,2007,215.0114,36.9872,6.8431,2.6658,13.278,4.1001,3.7946,57.3568,76.8213,157.8598,,196.1167,112.5868,35.26333,-79.83754
850,NC,Montgomery,2008,182.5619,32.7307,6.0644,2.145,9.861,4.3562,2.8401,42.4313,60.9395,104.8295,,133.1313,92.7011,35.26333,-79.83754
851,NC,Montgomery,2009,135.2544,28.3406,6.1896,1.8342,9.3085,4.5527,3.6626,30.9956,44.0218,60.8881,,81.562,71.6626,35.26333,-79.83754
852,NC,Montgomery,2010,144.7347,30.1032,6.6031,2.0523,8.7395,5.1235,3.025,30.8359,51.4288,72.5045,,93.072,80.7147,35.26333,-79.83754
853,NC,Montgomery,2011,135.2456,30.7201,5.8815,2.3912,12.1272,4.4874,5.7082,28.0054,49.4047,42.5929,,61.2722,79.3391,35.26333,-79.83754
854,NC,Montgomery,2012,99.7991,24.8957,5.6341,2.1002,10.1012,4.3827,4.7017,21.2905,43.0233,23.3127,,37.5134,67.2353,35.26333,-79.83754
855,NC,Montgomery,2013,101.0564,27.8441,4.8918,2.1905,11.9649,4.254,6.4471,19.9211,39.157,24.3365,,37.6243,66.3777,35.26333,-79.83754
856,NC,Montgomery,2014,93.0006,25.3604,5.539,1.7462,7.7942,4.1087,3.0602,18.172,40.1285,30.1309,,42.2511,64.8507,35.26333,-79.83754
857,NC,Montgomery,2015,72.5218,25.417,5.3969,2.2984,11.1933,3.8405,6.6552,13.7806,37.6527,22.5866,,31.7786,62.4706,35.26333,-79.83754
858,NC,Montgomery,2016,57.5353,22.5912,5.0586,1.8205,9.1614,3.5393,4.2405,11.8485,35.8807,20.9237,,28.8267,57.9014,35.26333,-79.83754
859,NC,Montgomery,2017,51.9001,23.9844,5.0592,1.919,10.0539,3.7858,5.5521,9.9747,32.6823,20.9076,,27.5608,56.1468,35.26333,-79.83754
860,NC,Montgomery,2018,45.2097,18.4856,4.1377,1.8197,9.845,3.4398,5.933,7.4352,26.5316,11.1442,,16.1036,44.5955,35.26333,-79.83754
861,NC,Orange,2017,37.1102,14.4164,7.274,1.1664,4.6344,2.2142,2.5573,9.1426,30.6046,11.361,,17.4594,44.5339,35.9745,-79.099
862,NC,Orange,2018,41.2332,18.2378,4.4587,1.6297,8.7508,3.2008,4.4426,9.3449,31.4467,12.4472,,18.6801,49.1843,35.9745,-79.099
863,ND,Billings,2000,56.1893,29.1181,11.9108,1.9333,2.824,2.1652,,9.0208,30.4299,60.6055,9.3371,66.6229,59.0645,46.894844,-103.377719
864,ND,Billings,2001,60.5481,34.5608,13.0074,1.9973,4.0129,1.9696,,3.7167,28.6948,59.813,9.0194,62.2922,62.7991,46.894844,-103.377719
865,ND,Billings,2002,61.9998,28.8829,10.0383,1.7517,3.7278,1.9222,,12.3758,32.7888,43.611,1.0847,51.8658,61.1504,46.894844,-103.377719
866,ND,Billings,2003,53.8686,24.8455,10.9568,1.9364,3.1094,2.0152,0.5895,13.6928,34.6347,56.1688,,65.3017,58.7196,46.894844,-103.377719
867,ND,Billings,2004,52.5904,28.1296,9.8297,1.7246,2.8393,1.9505,1.0205,14.5391,27.5783,47.1775,,56.8752,55.2688,46.894844,-103.377719
868,ND,Billings,2005,42.0604,20.6962,10.4989,1.8245,2.2343,1.7417,0.6894,9.9344,23.5782,37.941,,44.5671,43.8995,46.894844,-103.377719
869,ND,Billings,2006,36.3704,18.5771,8.5671,1.513,1.5619,1.3998,1.046,9.6344,22.5574,29.1225,,35.5486,40.7759,46.894844,-103.377719
870,ND,Billings,2007,53.0969,28.3062,12.933,2.2377,2.8805,2.1847,1.4555,17.8726,27.9511,40.8812,,52.8018,55.813,46.894844,-103.377719
871,ND,Billings,2008,57.5295,30.6148,12.4913,2.4197,4.777,2.1494,2.8046,13.1074,28.3167,44.2085,,52.9514,58.4816,46.894844,-103.377719
872,ND,Billings,2009,58.8803,29.2527,12.0869,2.1098,2.9581,2.1517,1.5838,14.0345,26.2444,46.3804,,55.7419,55.0795,46.894844,-103.377719
873,ND,Billings,2010,52.3765,32.6085,13.062,2.0488,1.8846,2.0871,0.9338,11.8738,26.4909,37.4292,,45.3486,58.6785,46.894844,-103.377719
874,ND,Billings,2011,47.9816,25.8553,15.1286,2.2729,3.2674,1.9502,1.5188,12.7103,24.5226,31.1996,,39.6774,49.9878,46.894844,-103.377719
875,ND,Billings,2012,42.2637,26.347,17.6322,2.7387,3.7701,2.1113,1.9023,11.1967,23.7154,23.937,,31.405,49.6856,46.894844,-103.377719
876,ND,Billings,2013,46.1965,30.5632,14.6942,2.2279,2.6918,1.8076,1.0576,14.4913,23.7554,27.4872,,37.153,53.9407,46.894844,-103.377719
877,ND,Billings,2014,38.2358,22.8046,15.7267,2.1581,2.3705,1.7021,1.1346,10.2124,18.3883,22.8949,,29.707,40.9003,46.894844,-103.377719
878,ND,Billings,2015,41.4401,26.2717,16.548,2.4045,2.5886,2.1642,1.0465,11.6772,24.3088,27.1912,,34.9802,50.1936,46.894844,-103.377719
879,ND,Billings,2016,34.8464,20.7205,14.9426,2.0763,2.274,1.7266,1.0609,10.7962,21.7304,22.222,,29.4229,42.1057,46.894844,-103.377719
880,ND,Billings,2017,37.2718,21.5768,13.5006,2.3057,3.2008,2.0028,0.8491,9.8154,27.1291,25.2841,,31.8313,48.2746,46.894844,-103.377719
881,ND,Billings,2018,31.2652,22.9424,12.1205,2.1045,1.8176,1.8648,0.8197,7.8876,20.8735,18.4062,,23.6675,43.4836,46.894844,-103.377719
882,NE,Knox,2006,34.6227,29.9028,11.4136,1.5921,0.8193,1.6811,0.5467,4.5436,18.5358,12.6455,,15.6754,48.1435,42.829154,-97.854128
883,NE,Knox,2007,82.8957,79.6237,22.8261,3.2999,2.5537,3.7152,1.9465,14.8538,36.7997,27.3968,,37.3043,115.8386,42.829154,-97.854128
884,NE,Knox,2008,82.5243,69.0626,21.8509,3.3729,4.0374,3.5785,3.824,10.0112,34.9191,26.0982,,32.7752,103.4262,42.829154,-97.854128
885,NE,Knox,2009,82.7568,81.6485,24.7364,3.5699,2.2854,3.4904,1.6524,10.1132,30.7461,29.5684,,36.3138,111.9057,42.829154,-97.854128
886,NE,Knox,2010,78.4434,107.8227,24.8928,3.087,2.2444,3.4236,2.2111,9.5142,25.6248,28.6277,,34.8979,133.0401,42.829154,-97.854128
887,NE,Knox,2011,68.8938,67.7606,23.9197,3.314,2.5034,3.4937,1.915,10.127,29.8712,25.5189,,32.2732,97.1575,42.829154,-97.854128
888,NE,Knox,2012,64.6505,71.766,33.4736,4.135,2.8467,4.6656,1.771,7.9551,38.9875,20.4906,,25.7967,110.1341,42.829154,-97.854128
889,NE,Knox,2013,68.257,78.8897,24.0174,3.2582,2.5743,3.1792,2.4991,10.1436,29.7415,17.9251,,24.6906,108.1587,42.829154,-97.854128
890,NE,Knox,2014,54.3263,60.806,23.8858,3.179,2.0813,3.1769,1.5977,6.4233,27.2287,17.1579,,21.4425,87.6016,42.829154,-97.854128
891,NE,Knox,2015,53.0145,55.0763,24.0475,3.0926,1.966,3.4289,2.1483,7.5315,31.6321,19.8116,,24.8346,86.2053,42.829154,-97.854128
892,NE,Knox,2016,48.7737,53.4843,27.3757,3.2528,1.9413,3.1191,1.5185,7.4536,27.747,17.4979,,22.4694,80.7904,42.829154,-97.854128
893,NE,Knox,2017,45.8717,59.0981,28.4541,3.5762,1.9215,3.3374,1.4905,6.7024,27.2729,20.6519,,25.1226,85.937,42.829154,-97.854128
894,NE,Knox,2018,33.8575,47.416,16.8731,2.3796,1.7028,2.8419,1.5231,4.9635,21.8774,11.1775,,14.4882,68.9452,42.829154,-97.854128
895,NH,Grafton,2000,80.9242,8.6362,2.1169,0.5647,3.5823,1.8484,,13.696,25.7325,46.0086,13.6393,55.1433,33.9593,43.944519,-71.700787
896,NH,Grafton,2001,105.2997,10.1017,3.6786,0.8149,4.8506,1.9517,,9.1277,33.5296,68.4414,17.2341,74.0653,43.0983,43.944519,-71.700787
897,NH,Grafton,2002,113.3199,11.5033,3.3177,0.8007,5.7209,2.3144,,23.2921,34.3735,48.0265,2.9342,63.5623,45.3308,43.944519,-71.700787
898,NH,Grafton,2003,62.7251,9.5866,1.9118,0.6369,4.9276,1.4354,0.9465,18.0908,22.8244,52.1455,,64.212,32.0474,43.944519,-71.700787
899,NH,Grafton,2004,91.1583,9.7593,2.3294,0.7627,4.6777,2.0441,2.9611,23.1245,28.2168,42.7164,,58.14,37.5272,43.944519,-71.700787
900,NH,Grafton,2005,98.6674,9.1419,2.527,0.728,4.8188,2.3443,3.6126,22.7006,23.8523,46.1643,,61.3058,32.6151,43.944519,-71.700787
901,NH,Grafton,2006,85.8666,8.6539,2.5649,0.7444,3.7412,2.1417,2.6041,18.3106,20.2793,32.1265,,44.3396,28.6106,43.944519,-71.700787
902,NH,Grafton,2007,87.8615,9.5196,2.6447,0.7219,4.2989,2.0511,3.2719,29.0092,20.859,30.176,,49.5253,30.0473,43.944519,-71.700787
903,NH,Grafton,2008,79.5821,10.1822,2.6094,0.7623,4.4647,2.3976,2.5203,21.4331,20.6167,31.9288,,46.2246,30.4713,43.944519,-71.700787
904,NH,Grafton,2009,65.3593,10.7104,2.3911,0.7065,4.3115,3.0324,2.8312,16.2663,14.2979,20.8555,,31.704,24.7809,43.944519,-71.700787
905,NH,Grafton,2010,55.9174,8.5069,3.0552,0.7607,3.6861,3.7834,3.3988,11.3696,12.2156,14.8261,,22.41,20.5289,43.944519,-71.700787
906,NH,Grafton,2011,59.9418,9.2127,2.359,0.6933,4.4436,2.5909,3.1725,15.2816,14.8252,15.4557,,25.6487,23.802,43.944519,-71.700787
907,NH,Grafton,2012,48.2305,9.1782,2.875,0.752,3.8547,2.1949,3.2401,10.7211,14.7938,11.0585,,18.2097,23.7368,43.944519,-71.700787
908,NH,Grafton,2013,49.5419,10.7967,2.5197,0.7732,5.2959,2.4286,4.5388,11.3608,13.4719,12.4137,,19.9908,24.0547,43.944519,-71.700787
909,NH,Grafton,2014,49.5554,11.2841,2.6302,0.7934,5.2111,2.1609,3.6909,11.3349,13.4067,16.143,,23.7036,24.4779,43.944519,-71.700787
910,NH,Grafton,2015,40.843,10.6042,2.5888,0.7785,4.7525,2.2424,3.9319,9.389,13.5881,20.1962,,26.4595,23.9768,43.944519,-71.700787
911,NH,Grafton,2016,29.9214,8.3613,2.3754,0.6646,3.9094,2.1409,3.5083,6.929,10.6032,14.3443,,18.9663,18.7958,43.944519,-71.700787
912,NH,Grafton,2017,30.0212,9.4685,2.7653,0.7793,4.5186,2.2448,4.2645,6.274,11.817,15.4063,,19.5909,21.0978,43.944519,-71.700787
913,NH,Grafton,2018,22.3177,8.7083,2.1952,0.6501,3.2757,1.9317,2.8559,4.1691,8.73,6.5863,,9.3676,17.2996,43.944519,-71.700787
914,NJ,Mercer,2000,209.3085,62.3598,9.446,2.7487,13.0683,3.8262,,35.9267,125.4536,421.4292,58.3936,445.3925,185.819,40.312303,-74.872663
915,NJ,Mercer,2001,234.2511,66.8855,11.4811,3.114,12.8322,3.4503,,21.3837,131.3082,431.2164,60.9751,445.4793,196.1056,40.312303,-74.872663
916,NJ,Mercer,2002,222.3859,63.3008,11.0139,3.0673,12.9266,3.8675,,50.8909,136.1053,394.2567,10.0013,428.2013,197.2423,40.312303,-74.872663
917,NJ,Mercer,2003,234.6975,70.2277,9.7041,3.0921,16.4039,3.7687,2.7661,51.4266,124.5006,413.5988,,447.9004,192.749,40.312303,-74.872663
918,NJ,Mercer,2004,222.6327,59.7185,10.0657,3.0556,15.6257,3.6028,7.8734,56.3159,127.6457,360.4361,,397.9984,185.3343,40.312303,-74.872663
919,NJ,Mercer,2005,212.6885,54.4073,10.5524,2.9439,13.6883,3.6335,4.7292,55.04,118.3136,377.2637,,413.9748,170.8401,40.312303,-74.872663
920,NJ,Mercer,2006,191.8606,44.7306,9.8724,2.7516,10.6587,3.5326,3.5549,46.7646,100.0997,296.2218,,327.4134,143.2384,40.312303,-74.872663
921,NJ,Mercer,2007,190.0654,53.9827,9.0816,2.6683,12.1913,3.4903,4.9863,61.6727,107.0232,273.4536,,314.5886,159.3039,40.312303,-74.872663
922,NJ,Mercer,2008,173.9396,52.4544,9.1857,2.945,13.809,3.7838,5.8812,50.4443,96.9924,232.0908,,265.7363,147.9047,40.312303,-74.872663
923,NJ,Mercer,2009,130.7849,52.0951,7.9426,2.4828,14.2726,5.0502,7.873,37.4707,67.7912,154.2001,,179.1928,118.8076,40.312303,-74.872663
924,NJ,Mercer,2010,119.4353,45.5169,9.8345,2.5399,11.6069,3.9846,7.4863,32.9251,71.999,122.0069,,143.968,116.3713,40.312303,-74.872663
925,NJ,Mercer,2011,118.4305,48.5353,7.6144,2.5312,13.3552,3.5752,7.2788,33.7647,68.0196,87.4027,,109.924,115.4728,40.312303,-74.872663
926,NJ,Mercer,2012,98.5585,51.3325,8.3489,2.479,10.8351,3.455,6.1571,28.8839,67.5281,50.0029,,69.2683,117.7867,40.312303,-74.872663
927,NJ,Mercer,2013,102.3453,62.7323,8.4431,2.7124,15.3907,3.6943,11.9534,33.0502,61.4678,54.1544,,76.1986,123.2227,40.312303,-74.872663
928,NJ,Mercer,2014,86.0396,59.8027,8.802,2.5803,15.5749,3.4805,10.6621,29.2688,59.3531,68.2723,,87.7937,118.212,40.312303,-74.872663
929,NJ,Mercer,2015,80.4713,57.5741,9.0821,2.9189,16.8397,3.4639,13.7633,26.4811,62.9517,46.4138,,64.0765,119.525,40.312303,-74.872663
930,NJ,Mercer,2016,58.7453,50.3302,8.6599,2.67,12.1896,3.2247,8.379,20.3193,60.389,31.4982,,45.0511,109.7583,40.312303,-74.872663
931,NJ,Mercer,2017,53.5034,53.3235,8.3647,2.5237,13.3726,3.5871,10.2113,14.7241,50.7025,27.5693,,37.3901,103.2203,40.312303,-74.872663
932,NJ,Mercer,2018,46.7918,40.0713,6.5899,2.2361,13.0352,3.1887,10.2569,10.4519,39.681,17.6119,,24.583,79.1212,40.312303,-74.872663
933,NV,White Pine,2000,27.1049,9.6744,10.5331,1.0647,3.2869,1.1959,,2.1255,22.894,8.0646,4.8429,9.4823,32.2044,39.005121,-114.215932
934,NV,White Pine,2001,33.1784,11.7424,13.3265,1.4485,3.884,1.4408,,1.5994,26.9192,9.9485,5.0393,11.0156,38.2337,39.005121,-114.215932
935,NV,White Pine,2002,26.9101,11.6516,15.1034,1.5323,4.0157,1.6271,,2.0202,23.8474,9.1468,0.58,10.494,35.1197,39.005121,-114.215932
936,NV,White Pine,2003,27.9294,9.7191,9.7596,1.0795,2.2451,1.2058,0.4832,1.9561,25.2082,9.5492,,10.8542,34.5263,39.005121,-114.215932
937,NV,White Pine,2004,28.6117,9.8897,9.1561,1.1177,2.3803,1.1239,1.0367,2.1312,22.2093,8.6728,,10.0947,31.7453,39.005121,-114.215932
938,NV,White Pine,2005,16.0029,4.1858,5.5425,0.6204,1.2104,0.8663,0.5819,1.0241,13.4517,6.6408,,7.3236,17.4238,39.005121,-114.215932
939,NV,White Pine,2006,28.652,8.899,9.2663,1.2123,2.3938,1.5046,1.0627,1.9825,19.4684,7.7805,,9.1028,28.0576,39.005121,-114.215932
940,NV,White Pine,2007,25.0395,9.6435,10.3087,1.3791,3.0953,1.3731,2.0102,2.6717,20.4572,7.5952,,9.3771,29.7758,39.005121,-114.215932
941,NV,White Pine,2008,31.4145,9.763,20.1675,2.6006,7.9804,2.3033,7.724,1.8515,15.2531,6.8779,,8.1132,24.7732,39.005121,-114.215932
942,NV,White Pine,2009,25.9221,10.5654,13.1724,1.6129,4.6917,1.8239,2.9971,1.7309,14.0034,5.6,,6.7544,24.3465,39.005121,-114.215932
943,NV,White Pine,2010,22.8839,8.7549,12.5379,1.437,3.188,1.6959,1.6564,1.6815,13.0779,5.4026,,6.5241,21.6249,39.005121,-114.215932
944,NV,White Pine,2011,27.7042,8.6128,12.8806,1.6249,5.009,1.5542,3.5945,1.5919,13.2154,5.5055,,6.5668,21.6181,39.005121,-114.215932
945,NV,White Pine,2012,21.69,7.7602,12.3863,1.3641,3.8587,1.4093,3.4452,1.373,14.1458,5.0392,,5.9555,21.6813,39.005121,-114.215932
946,NV,White Pine,2013,26.1772,8.4314,12.8761,1.5377,3.5059,1.4685,2.3775,1.6808,13.7094,6.6137,,7.7347,21.9228,39.005121,-114.215932
947,NV,White Pine,2014,23.0944,8.6106,14.3959,1.4789,4.0022,1.3882,2.1338,1.5308,13.3546,7.7072,,8.7287,21.7532,39.005121,-114.215932
948,NV,White Pine,2015,21.2334,8.6697,14.3733,1.5252,4.3739,1.2516,3.0623,1.6453,13.9934,11.898,,12.9952,22.4407,39.005121,-114.215932
949,NV,White Pine,2016,18.607,8.0823,13.9152,1.433,3.5898,1.3274,2.6582,1.6735,12.8088,9.9167,,11.0323,20.688,39.005121,-114.215932
950,NV,White Pine,2017,19.7055,7.5805,14.4925,1.4314,3.3691,1.5197,2.6346,1.5849,14.057,8.964,,10.021,21.4139,39.005121,-114.215932
951,NV,White Pine,2018,16.3839,8.3151,14.7198,1.6375,3.8992,1.7562,3.1839,1.7162,13.7612,4.6524,,5.7974,21.8571,39.005121,-114.215932
952,NY,Essex,2002,85.6683,6.2823,2.6199,0.5072,1.5064,1.3671,,22.0186,22.5577,28.7926,,43.4788,28.4807,43.973044,-74.223317
